UserName,Handle,Timestamp,Text,Comments,Likes,Retweets
Guillermo Lasso,@LassoGuillermo,2021-04-26T16:43:34.000Z,"Vamos a reemplazar la institución con una nueva secretaría de vanguardia, en línea con los más exitosos modelos de gestión educativa.",73,205,"1,2 mil"
Guillermo Lasso,@LassoGuillermo,2021-04-26T16:36:46.000Z,Desde la Presidencia tendremos una Unidad Coordinadora de Vacunación dirigida por un empresario ecuatoriano que asumirá la tarea de apoyar al sistema de salud y al gobierno en el proceso de vacunación.,422,814,"5,3 mil"
Guillermo Lasso,@LassoGuillermo,2021-04-26T16:34:28.000Z,"Para nuestro gobierno será un honor contar con el liderazgo y preparación de la Dra. 
@XimenaGarzon11
 en el Ministerio de Salud. 

Tenemos el reto más grande y noble: salvar el futuro de un país entero. Estamos seguros que lo vamos a lograr, la salud de las familias es prioridad.",229,642,"2,6 mil"
Guillermo Lasso,@LassoGuillermo,2021-04-26T16:29:18.000Z,"En la Secretaría del Deporte, que pronto será llamado Ministerio del Deporte, estará a cargo 
@SebasPalaciosSP
. 

El deporte es un factor de Encuentro en la sociedad. Con su liderazgo, implementaremos proyectos que impulse a los héroes deportivos del presente y del futuro.",183,583,"2,9 mil"
Guillermo Lasso,@LassoGuillermo,2021-04-26T16:26:08.000Z,".
@maemontanov
 va a liderar el Ministerio de Inclusión Económica y Social. 

Atenderá a los ecuatorianos más necesitados, aquellos que se encuentran en situación de vulnerabilidad. Trabajará por erradicar la desnutrición infantil, la pobreza y el hambre.",519,"1,1 mil","6,2 mil"
Guillermo Lasso,@LassoGuillermo,2021-04-26T16:22:37.000Z,"El país se expresó a favor de una nueva forma de hacer política, una que pone a los ciudadanos en el centro del servicio público, y a la que nosotros denominamos el Ecuador del Encuentro. Hoy presento a los ministros del Frente Social, ciudadanos comprometidos con el cambio. ",106,268,"1,9 mil"
Guillermo Lasso,@LassoGuillermo,2021-04-26T16:22:37.000Z,"Desde sus espacios, ellos se han dedicado a crear oportunidades y a luchar cada día por un mejor futuro. El Ecuador nos llama a ser funcionarios ejemplares. Como gobierno, tenemos la oportunidad de demostrar que la buena política puede lograr bienestar y seguridad para todos.",12,110,644
Guillermo Lasso,@LassoGuillermo,2021-04-26T14:07:43.000Z,"Hoy a las 11h00, desde la ciudad de Quito, presentaremos a los ministros del Frente Social. Contamos con ciudadanos valiosos y comprometidos con el país. 

En mis redes sociales podrán unirse a la transmisión en vivo. 

YT: https://youtu.be/fvak2kCvDzE
FB: https://web.facebook.com/LassoGuillermo/posts/5438253582882507…",83,228,1 mil
Guillermo Lasso,@LassoGuillermo,2021-04-26T12:31:03.000Z,"Sigo con optimismo y con la voluntad de servir a los ecuatorianos. Estoy trabajando para formar el mejor equipo de gobierno que nos permita lograr un verdadero cambio. El Ecuador del encuentro es prosperidad, oportunidades y bienestar. 

: 
@ecuavisa
.",258,357,"2,7 mil"
Guillermo Lasso,@LassoGuillermo,2021-04-26T12:22:21.000Z,"Hay causas importantes que están incluidas en nuestra gestión: los derechos de las mujeres, igualdad de oportunidades para la población LGBTI+, protección del ambiente, políticas públicas sostenibles y varias luchas ciudadanas. Esto lo logramos encontrándonos. 

: 
@ecuavisa
.",87,218,"1,3 mil"
Guillermo Lasso,@LassoGuillermo,2021-04-26T12:15:00.000Z,"En Ecuador hay problemas muy graves: hambre, pobreza y falta de empleo, tanto en el campo como en las ciudades. Estamos seguros que desde el primer día nuestro Plan de Gobierno nos permitirá enfrentar estos desafíos para salir adelante.

: 
@ecuavisa
.",140,265,"1,5 mil"
Guillermo Lasso,@LassoGuillermo,2021-04-26T12:09:24.000Z,"Estamos dispuestos a conversar, trabajar y construir juntos un mejor futuro. Seré el Presidente de todos los ecuatorianos. Mantengo mi postura de que el Ecuador del encuentro no da lugar a impunidad, ni a actos de corrupción. 

: 
@ecuavisa
.",194,458,"2,3 mil"
Guillermo Lasso,@LassoGuillermo,2021-04-26T12:05:42.000Z,"He iniciado gestiones para adquirir vacunas con otros gobiernos, entre ellos los de Estados Unidos, China, Rusia y países latinoamericanos. Vamos a cumplir nuestra meta de vacunar a 9 millones de ecuatorianos en los primeros 100 días de gobierno. 

: 
@ecuavisa
.",519,"1,1 mil","6,2 mil"
Guillermo Lasso,@LassoGuillermo,2021-04-26T12:05:42.000Z,"China va a donar al Ecuador 200 mil vacunas para apoyar al Plan de Vacunación. La principal urgencia es enfrentar la crisis sanitaria, necesitamos cuidar la vida de las familias. El país se va a reactivar cuando vacunemos a la mayor cantidad de la población. 

: 
@ecuavisa
.",100,254,"1,7 mil"
Guillermo Lasso,@LassoGuillermo,2021-04-26T11:48:33.000Z,"En breve estaremos en Contacto Directo, de 
@ecuavisa
, junto a 
@ESTEFANIESPIN
 y 
@LeninArtieda
. Primera entrevista en televisión nacional como Presidente Electo.",41,134,1 mil
Guillermo Lasso,@LassoGuillermo,2021-04-24T16:53:27.000Z,"La reactivación del agro es fundamental. El PLAN EQUIDAD RURAL busca:

 Acceso a créditos, programas de capacitación y asistencia técnica 
 Riego parcelario y semillas gratuitas 
 Salud, educación y vivienda
 Apoyo integral para aumentar la competitividad",237,497,"2,4 mil"
Guillermo Lasso,@LassoGuillermo,2021-04-24T01:37:51.000Z,"Thank you 
@SecBlinken
 for your commitment to the prosperity and well-being of the Ecuadorian people. Cooperation between our countries is essential for the development of the region. The United States and Ecuador will work together to strengthen their relations.Citar Tweet
Secretary Antony Blinken
@SecBlinken
United States government official
 · 23 abr.
Our relationship with Ecuador is strong and growing stronger. Good to speak with President Elect @LassoGuillermo about how we can work together to strengthen our economies, restore democracy in Venezuela, and create a more secure region for the benefit of all.",103,477,"2,8 mil"
Guillermo Lasso,@LassoGuillermo,2021-04-24T01:37:51.000Z,"Gracias 
@SecBlinken
 por su compromiso con la prosperidad y el bienestar del pueblo ecuatoriano. La cooperación entre nuestros países es fundamental para el desarrollo de la región. Estados Unidos y Ecuador trabajarán en conjunto para fortalecer sus relaciones.",41,118,924
Guillermo Lasso,@LassoGuillermo,2021-04-23T23:07:30.000Z,"Ganó el Ecuador, la democracia, la libertad y las oportunidades.

Nos espera un gran futuro. Debemos trabajar de la mano, juntos, para salir adelante. El cambio real empieza por nosotros. ",225,541,"3,1 mil"
Guillermo Lasso,@LassoGuillermo,2021-04-23T15:30:10.000Z,"Felicidades a los habitantes de El Oro, son 137 años de Provincialización. 

Tienen mi compromiso de trabajar en el desarrollo local, la reactivación económica y la prosperidad de toda la provincia. Saludos. ",170,467,"3,7 mil"
Guillermo Lasso,@LassoGuillermo,2021-04-23T15:29:22.000Z,"Bolívar cumple 137 años de Fundación. 

Un saludo fraterno a todas sus familias en este maravilloso día. Juntos haremos de Bolívar una provincia próspera, con empleo, salud y oportunidades de bienestar para todos.",47,175,"1,3 mil"
Guillermo Lasso,@LassoGuillermo,2021-04-22T21:19:06.000Z,"El cambio está en nuestras manos. 

#DíaDeLaTierra0:18
19,3 mil reproducciones",106,290,"1,5 mil"
Guillermo Lasso,@LassoGuillermo,2021-04-22T18:05:09.000Z,"Seguimos trabajando en el proceso de transición.  

En nuestro gobierno contaremos con ciudadanos valiosos y comprometidos con el Ecuador y el bienestar de las familias. Juntos construimos un país de oportunidades. ",749,796,"6,5 mil"
Guillermo Lasso,@LassoGuillermo,2021-04-22T15:51:47.000Z,"#DíaDeLaTierra

Ecuador enfrenta problemas ecológicos con repercusiones que se sienten en todo el país. Es fundamental promover políticas públicas de protección al ambiente y a las comunidades. Estas son unas de nuestras propuestas. 

◦ Transición energética renovable",135,335,"2,1 mil"
Guillermo Lasso,@LassoGuillermo,2021-04-22T15:51:47.000Z,"◦ Promover la responsabilidad social empresarial 
◦ Fomentar la economía circular
◦ Ecuador 3R (reducir, reutilizar y reciclar)
◦ Forestación, reforestación y cuidado de manglares
◦ Control Forestal Satelital
◦ Respeto a las zonas intangibles
◦ Educación verde",84,208,"1,2 mil"
Guillermo Lasso,@LassoGuillermo,2021-04-22T15:51:47.000Z,"Tenemos la responsabilidad de cuidar la tierra, nuestro hogar. Los invito a conocer más de cómo vamos a impulsar el liderazgo ambiental de Ecuador en: https://guillermolasso.ec/wp-content/uploads/2021/03/Lasso-Plan-Ecuador-Verde.pdf…

#DíaDeLaTierra",39,109,658
Guillermo Lasso,@LassoGuillermo,2021-04-21T14:39:29.000Z,"¡Que viva Riobamba! 

Hoy se conmemoran 199 años de Independencia de la maravillosa capital de Chimborazo. Un saludo fraterno a todas sus familias y habitantes, que con su arduo trabajo levantan cada día a esta gran ciudad. Felicidades a la Sultana de los Andes. ",315,695,"5,9 mil"
Guillermo Lasso,@LassoGuillermo,2021-04-21T00:04:19.000Z,"En Colombia tuvimos una exitosa reunión de trabajo junto al Presidente 
@IvanDuque
. Expreso mi gratitud por la disposición para fortalecer los lazos de hermandad entre ambos países y el compromiso de lograr objetivos en común en materia de seguridad, economía y bienestar.",159,504,"2,9 mil"
Iván Duque,@IvanDuque,2021-04-20T17:12:25.000Z,"#AEstaHora recibimos en la Casa de Nariño al Presidente Electo de #Ecuador, 
@LassoGuillermo
, con quien nos reuniremos para trazar la hoja de ruta de nuestras relaciones bilaterales; nos une la hermandad y objetivos comunes en comercio, seguridad, migración y multilateralismo.",420,"1,1 mil","5,1 mil"
Guillermo Lasso,@LassoGuillermo,2021-04-20T17:30:41.000Z,"A Colombia y Ecuador los une la democracia, la libertad, la igualdad de oportunidades y la seguridad. La cooperación es fundamental para el desarrollo de la región. Con el Presidente 
@IvanDuque
 trazaremos una hoja de ruta que guiará el trabajo durante nuestra gestión.",74,373,"2,3 mil"
Guillermo Lasso,@LassoGuillermo,2021-04-20T17:30:42.000Z,"Agradezco la bienvenida en la Casa de Nariño y la disposición a fortalecer las relaciones entre nuestros países. Es motivo de celebración para colombianos, ecuatorianos y América Latina este encuentro que logrará un verdadero cambio.",29,189,"1,2 mil"
Guillermo Lasso,@LassoGuillermo,2021-04-20T16:23:23.000Z,"Acabamos de llegar a Bogotá. Nuestra siguiente parada es la Casa de Nariño para el primer encuentro con el Presidente 
@IvanDuque
. Temas importantes: seguridad, comercio y cooperación bilateral.",397,"1,2 mil","8,4 mil"
Guillermo Lasso,@LassoGuillermo,2021-04-20T01:53:31.000Z,"Me siento con mucho optimismo. Sé que hemos pasado momentos difíciles como país, pero los ecuatorianos demostramos una y otra vez que trabajando juntos podemos salir adelante. Vienen mejores días, llenos de esperanza, crecimiento y bienestar para todos.

El cambio ya llegó. ",324,623,"4,6 mil"
Guillermo Lasso,@LassoGuillermo,2021-04-20T00:31:22.000Z,"Les contaré un breve resumen del inicio del proceso de transición:

 A partir del lunes, se iniciarán las Comisiones Bilaterales de cada ministerio, donde se irá recibiendo la información detallada de cada cartera de Estado

 La principal urgencia es el Plan de Vacunación",220,521,"3,6 mil"
Guillermo Lasso,@LassoGuillermo,2021-04-20T00:31:23.000Z," Disposición a trabajar de forma ordenada y pacífica

Tenemos el compromiso de trabajar en beneficio de los ecuatorianos. En las próximas semanas informaré de los avances de este proceso que enriquece a nuestra democracia y al país. Les mando un fuerte abrazo. ",108,269,"2,1 mil"
Guillermo Lasso,@LassoGuillermo,2021-04-19T23:31:23.000Z,"Agradezco a los quiteños que nos recibieron con mucho entusiasmo. Fue un gusto compartir con ustedes. 

Seguimos encontrándonos y trabajando por un mejor Ecuador. ",140,542,"5,1 mil"
Guillermo Lasso,@LassoGuillermo,2021-04-19T21:53:36.000Z,"Viajaré a Bogotá para reunirme con el Presidente 
@IvanDuque
. Este primer encuentro tiene como objetivo fortalecer las relaciones entre Colombia y Ecuador a través de un compromiso firme por la seguridad de nuestros habitantes.",390,"1,7 mil","9,3 mil"
Alfredo Borrero,@ABorreroVega,2021-04-19T19:29:28.000Z,Hoy empezó el proceso de transición y desde ya nos encontramos trabajando para el futuro del Ecuador. Este es el inicio del cambio.,249,375,"3,2 mil"
Guillermo Lasso,@LassoGuillermo,2021-04-19T18:16:10.000Z,"Este es el inicio del camino hacia un verdadero cambio. El Ecuador del encuentro lo construimos todos juntos, trabajando de la mano con los ciudadanos, quienes realmente tienen el poder de lograr un mejor país. 

GRACIAS, en mí tendrán a un Presidente que siempre los apoye.",361,937,"6,1 mil"
Guillermo Lasso,@LassoGuillermo,2021-04-19T17:12:40.000Z,Hoy es un día importante para nuestra democracia. Siempre he sido firme en que la transparencia es fundamental para fortalecer la relación con los ciudadanos. Los mantendré informados del proceso de transición y acontecimientos desde mis redes sociales.,232,514,"3,3 mil"
Guillermo Lasso,@LassoGuillermo,2021-04-16T18:39:25.000Z,"Felicito a Azogues y sus familias por 196 años de cantonización. El compromiso por el desarrollo local, la reactivación económica y el progreso de Azogues y la provincia de Cañar es firme.

¡Que viva Azogues! ",72,309,"2,8 mil"
Guillermo Lasso,@LassoGuillermo,2021-04-16T13:57:03.000Z,"A 5 años del terremoto del #16Abril, no hay un proceso serio y transparente de reconstrucción y reparación con las familias afectadas. Manabí y Esmeraldas son prioridad en nuestra gestión. La solidaridad que nos unió como país en la tragedia, debe estar más presente que nunca.",676,"1,9 mil","10,6 mil"
Guillermo Lasso,@LassoGuillermo,2021-04-16T01:30:14.000Z,Ecuador necesita que sigamos encontrándonos. Nuestro Plan de Gobierno tiene como objetivo lograr un verdadero cambio para el bienestar de las familias. Les comparto 10 de las propuestas que serán prioridad durante nuestra gestión. ,422,1 mil,"4,3 mil"
Guillermo Lasso,@LassoGuillermo,2021-04-15T20:47:37.000Z,"Fondo Semilla es una iniciativa para apoyar el espíritu emprendedor de jóvenes, mujeres y cada ecuatoriano con un sueño de salir adelante. La libertad es el camino para emprender, innovar y crear empleo. 

Los mejores días están cerca para los emprendedores en Ecuador. ",139,426,"2,3 mil"
Guillermo Lasso,@LassoGuillermo,2021-04-15T18:03:50.000Z,"Hoy en 
@Expresoec
 conversamos de lo que será nuestra gestión, pronto podrán ver la entrevista.

Seguimos trabajando para fortalecer el Ecuador del encuentro. ",195,371,"3,2 mil"
Guillermo Lasso,@LassoGuillermo,2021-04-15T17:04:14.000Z,"En el #DíaMundialDelArte agradezco a todos los artistas que con sus canciones nos alegraron, a los profesionales que aportaron a las propuestas de economía naranja y a las iniciativas ciudadanas que a través del arte y la cultura se unieron al Ecuador del ENCUENTRO. ",64,276,"2,4 mil"
Guillermo Lasso,@LassoGuillermo,2021-04-15T17:04:15.000Z,Sabemos que el arte y la cultura fueron golpeados por la pandemia. El cambio ya llegó y desde ya estamos trabajando. Quiero que tengan la certeza de que cuentan con apoyo integral. Aquí encontrarán unas de nuestras propuestas para ustedes: https://guillermolasso.ec/wp-content/uploads/2021/03/Lasso-Plan-Economia-Naranja.pdf…,28,119,882
Guillermo Lasso,@LassoGuillermo,2021-04-15T13:45:00.000Z,"Gracias por su apoyo. No los voy a defraudar. No se pudo reproducir el contenido multimedia.
Recargar",824,"1,4 mil","10,3 mil"
Guillermo Lasso,@LassoGuillermo,2021-04-15T01:03:28.000Z,"Nuestro Gobierno respaldará la visión de cada ecuatoriano. 

Desde ya estamos trabajando por el desarrollo, la apertura al mundo y la generación de empleo para el progreso de todas las familias. ",252,517,"3,3 mil"
Guillermo Lasso,@LassoGuillermo,2021-04-14T19:48:54.000Z,El Ecuador no es un país quebrado:,238,1 mil,"5,4 mil"
Guillermo Lasso,@LassoGuillermo,2021-04-14T14:58:15.000Z,"Gracias a la Unión Europea por su apertura y mensaje de unión. Fortaleceremos las relaciones y trabajaremos en conjunto por la libertad, el desarrollo y la igualdad de oportunidades.Citar Tweet
UE en Ecuador
@UEenEcuador
 · 14 abr.
@JosepBorrellF, Alto Representante de la #EU  para Asuntos Exteriores, felicita a @LassoGuillermo por su triunfo en las elecciones de Ecuador 

En la @UEenEcuador estamos comprometidos con el país para tener una recuperación sostenible post COVID 

@EUAmbEcuador twitter.com/JosepBorrellF/…",121,626,"4,5 mil"
Guillermo Lasso,@LassoGuillermo,2021-04-14T01:20:16.000Z,"Hoy a las 21h00 los invito a acompañarme en una entrevista en 
@CNNEE
 junto a 
@soyfdelrincon
.

Les comparto los links para que puedan unirse desde mis redes sociales. 

FB: https://facebook.com/LassoGuillermo/videos/372411333930715/…
YT: https://youtu.be/gR2-P2W2uno",100,362,"1,8 mil"
Guillermo Lasso,@LassoGuillermo,2021-04-14T00:37:33.000Z,"Thank you President Joe Biden for your message. This victory is shared by all Ecuadorians and democracy. I emphasize my commitment to strengthen relations between Ecuador and the United States, as cooperation is fundamental for the development and progress of all citizens.Citar Tweet
The White House
@WhiteHouse
United States government organization
 · 13 abr.
President Biden congratulates Guillermo Lasso on his election as the next President of Ecuador, as well as the people of Ecuador for demonstrating the power of peaceful and inclusive political participation and upholding the ideals of democracy.",160,"1,2 mil","7,9 mil"
Guillermo Lasso,@LassoGuillermo,2021-04-14T00:37:33.000Z,"Gracias Presidente Joe Biden por su mensaje. Este triunfo es de todos los ecuatorianos y de la democracia. Reitero mi compromiso de fortalecer las relaciones entre Ecuador y Estados Unidos, la cooperación es fundamental para el desarrollo y progreso de los ciudadanos.",47,288,"2,7 mil"
Guillermo Lasso,@LassoGuillermo,2021-04-14T00:26:46.000Z,"We thank you 
@SecBlinken
 for your best wishes. Ecuador and The United States need to work together in areas of health, development and economic recovery. We hope that the pursuit of prosperity continues to strengthen the relationship between both countries.Citar Tweet
Secretary Antony Blinken
@SecBlinken
United States government official
 · 13 abr.
Congratulations to Ecuadorian President-Elect @LassoGuillermo and Vice President-Elect @ABorreroVega. We look forward to strengthening our close ties and working together to confront the pandemic and reinvigorate economic prosperity.",26,325,"2,1 mil"
Guillermo Lasso,@LassoGuillermo,2021-04-14T00:26:46.000Z,"Le agradezco sus buenos deseos 
@SecBlinken
. Ecuador y Estados Unidos necesitan trabajar en conjunto en materia de salud, desarrollo y reactivación económica. Que la búsqueda de la prosperidad siga fortaleciendo las relaciones entre ambos países.",26,129,1 mil
Guillermo Lasso,@LassoGuillermo,2021-04-13T21:26:17.000Z,"El Ecuador del encuentro continuará en los 4 años de gobierno. Extenderé mi mano a todos los líderes políticos y a la sociedad ecuatoriana para lograr una verdadera unidad. La diversidad es necesaria para llevar a cabo un excelente proceso de gobernabilidad. 

: 
@NTN24Zoom
.",241,501,"4,1 mil"
Guillermo Lasso,@LassoGuillermo,2021-04-13T21:26:18.000Z,"Tenemos que poner en orden la economía y crear oportunidades para los ecuatorianos y los extranjeros que viven en el país. Hay que ser gratos con el mundo y coherentes, debemos solidarizarnos con las familias que han venido a Ecuador en busca de una vida mejor.

: 
@NTN24Zoom
.",85,210,"1,7 mil"
Guillermo Lasso,@LassoGuillermo,2021-04-13T21:26:18.000Z,"En Ecuador hay hambre, pobreza, falta de empleo, desnutrición crónica infantil y varias crisis por enfrentar. Nuestro Plan de Gobierno apunta a solucionar estos problemas y superar los desafíos de nuestro país con entereza y decisión. 

: 
@NTN24Zoom
.",92,206,"1,6 mil"
Guillermo Lasso,@LassoGuillermo,2021-04-13T16:41:18.000Z,"Es una muy buena noticia para Ecuador que haya bajado el riesgo país. Ahora tenemos que trabajar para que el riesgo país baje aún más.

Vamos a atraer inversión y crear empleo en todos los sectores de la economía ecuatoriana. 

#JuntosLoLogramos0:29
86 mil reproducciones",480,"1,5 mil","7,9 mil"
Guillermo Lasso,@LassoGuillermo,2021-04-13T13:54:57.000Z,"Estados Unidos y Ecuador volverán a ser grandes aliados. Trabajaremos en conjunto para lograrlo bajo una visión de progreso y bienestar.Citar Tweet
Julie Chung
@WHAAsstSecty
 · 12 abr.
Los Estados Unidos espera colaborar estrechamente con el presidente electo @LassoGuillermo y el nuevo gobierno ecuatoriano elegido democráticamente.

Juntos, cooperemos para luchar contra la pandemia y traer prosperidad a nuestros pueblos. twitter.com/USembassyEC/st…",594,"2,1 mil",12 mil
Guillermo Lasso,@LassoGuillermo,2021-04-13T13:43:43.000Z,"Gracias Presidente 
@alferdez
 por sus buenos deseos. Que el desarrollo, el progreso y la libertad sigan uniendo a la región.Citar Tweet
Alberto Fernández
@alferdez
 · 12 abr.
Quiero expresarle mi sincera felicitación al Presidente Electo de la República del Ecuador @LassoGuillermo",118,229,"2,2 mil"
Guillermo Lasso,@LassoGuillermo,2021-04-13T13:37:44.000Z,"En el #DíaDelMaestro quiero agradecer a todos los docentes ecuatorianos por su incansable labor. Es una profesión que cambia la vida de niños y jóvenes cada día y merece respeto, reconocimiento y apoyo integral. Vamos a fortalecer la educación y a garantizar sus derechos.",509,"1,5 mil","12,9 mil"
Guillermo Lasso,@LassoGuillermo,2021-04-13T01:30:56.000Z,"UNIDAD EN LA DIVERSIDAD. 

#JuntosLoLogramos",217,751,"4,5 mil"
Guillermo Lasso,@LassoGuillermo,2021-04-12T23:23:45.000Z,"Decidí venir en este primer día a la ciudad de Quito, donde nació mi padre, para agradecer a los quiteños, a la provincia de Pichincha, a la Sierra, y a los pueblos y nacionalidades que nos dieron su apoyo en este triunfo que es de todos los ecuatorianos.",389,1 mil,"9,2 mil"
Guillermo Lasso,@LassoGuillermo,2021-04-12T15:03:58.000Z,"Gracias por su mensaje Presidente 
@DrGiammattei
. Seguiremos fortaleciendo las relaciones de amistad entre Guatemala y Ecuador con entusiasmo y determinación. Citar Tweet
Alejandro Giammattei
@DrGiammattei
 · 11 abr.
Conversé con @LassoGuillermo a quien felicité por el triunfo obtenido hoy en las en las elecciones presidenciales en #Ecuador. Le deseo el mayor de los éxitos para el beneficio de su Pueblo y el fortalecimiento de las relaciones de amistad que nos han unido por 130 años. ",63,180,"1,8 mil"
Guillermo Lasso,@LassoGuillermo,2021-04-12T14:58:02.000Z,"Gracias por los buenos deseos 
@rabascallcarlos
. Este triunfo es por todas las familias ecuatorianas y su bienestar. En el Ecuador del encuentro ganamos todos.Citar Tweet
Carlos Rabascall
@rabascallcarlos
 · 12 abr.
Felicitaciones a @LassoGuillermo, en sus manos está el futuro del país y de su gente, gobierne con sabiduría y en beneficio de las grandes mayorías que merecen un gobierno solidario. Le deseo éxito, pues su éxito será el del país entero.",109,230,"2,4 mil"
Guillermo Lasso,@LassoGuillermo,2021-04-12T14:51:06.000Z,"Gracias 
@xhervas
. Empieza una nueva etapa para Ecuador, en la que todas y todos podamos vivir mejor. Ganaron la democracia, la libertad y las familias ecuatorianas.Citar Tweet
Xavier Hervas
@xhervas
 · 11 abr.
Hoy, 11 de Abril empieza un cambio. Todos ganamos cuando Ecuador gana. Ganamos en democracia y en libertades. Dejemos atrás la división y reactivemos al país.

Felicitaciones @LassoGuillermo y mi deseo de que usted pueda encaminar esta tierra bendecida, nuestro Ecuador.",106,590,"5,4 mil"
Guillermo Lasso,@LassoGuillermo,2021-04-12T14:28:57.000Z,"Gracias, Presidente 
@MaritoAbdo
. Sigamos fortaleciendo las relaciones de nuestros países con determinación y liderazgo. Un saludo.Citar Tweet
Marito Abdo
@MaritoAbdo
 · 11 abr.
Nuestras felicitaciones al presidente electo del Ecuador @LassoGuillermo y al pueblo ecuatoriano por esta jornada democrática.",51,172,"1,7 mil"
Guillermo Lasso,@LassoGuillermo,2021-04-12T14:27:21.000Z,"Muchas gracias Presidente 
@sanchezcastejon
 por sus palabras. Ecuador y España continuarán siendo grandes aliados para superar los desafíos y las crisis que enfrentamos. Un saludo.Citar Tweet
Pedro Sánchez
@sanchezcastejon
Representante gubernamental de España
 · 12 abr.
Enhorabuena, @LassoGuillermo, por este triunfo en las elecciones de Ecuador. Y felicidades también al pueblo ecuatoriano.

El Gobierno de España confía en seguir fortaleciendo las relaciones con la región, por el impulso del desarrollo sostenible y la recuperación post COVID-19.",49,222,"2,2 mil"
Guillermo Lasso,@LassoGuillermo,2021-04-12T13:54:02.000Z,"Felicito a Cuenca y a todos los cuencanos por 464 años de Fundación. Les mando un fuerte abrazo y ratifico mi compromiso con el desarrollo local, la reactivación económica, la protección de derechos y un futuro con oportunidades para la ciudad.

¡QUE VIVA CUENCA!",467,"1,8 mil","20,5 mil"
Guillermo Lasso,@LassoGuillermo,2021-04-12T13:14:26.000Z,"Nos escuchamos y reafirmamos que podemos ser un solo Ecuador.

Trabajaremos juntos desde ya por el verdadero cambio. Hoy amanecemos en paz y con la certeza de que vienen mejores días para todos. Seré el Presidente de los 17 millones de ecuatorianos. 2:02
64,9 mil reproducciones",294,"1,2 mil","6,4 mil"
Guillermo Lasso,@LassoGuillermo,2021-04-12T04:07:15.000Z,"Muchas gracias Presidente 
@luisabinader
 por su mensaje y compromiso con fortalecer la relación entre República Dominicana y Ecuador. Este es el momento de impulsar el desarrollo de la región y de nuestros países. ¡Juntos lo lograremos!Citar Tweet
Luis Abinader
@luisabinader
 · 11 abr.
Hace algunos minutos conversé con el nuevo Presidente electo de Ecuador, @LassoGuillermo para felicitarlo por su triunfo. Tengo la seguridad de que ambos vamos a trabajar por la recuperación económica de nuestros pueblos y la generación de empleos de nuestros conciudadanos.",83,706,"5,5 mil"
Guillermo Lasso,@LassoGuillermo,2021-04-12T03:52:09.000Z,"Gracias 
@Almagro_OEA2015
. La cooperación internacional es fundamental para el avance de la democracia en América Latina. Será un honor poder servir a los ecuatorianos.Citar Tweet
Luis Almagro
@Almagro_OEA2015
 · 11 abr.
Felicitamos a @LassoGuillermo por su victoria en la segunda vuelta electoral en #Ecuador y a Andrés Arauz @ecuarauz por su respeto a las instituciones democráticas. @OEA_oficial espera trabajar con Presidente electo en fortalecimiento democrático, DDHH, seguridad y desarrollo. twitter.com/LassoGuillermo…",62,574,4 mil
Guillermo Lasso,@LassoGuillermo,2021-04-12T03:49:00.000Z,"Muchas gracias 
@jguaido
 por sus buenos deseos. Hoy es un gran día para la libertad en toda la región. Los venezolanos tienen todo nuestro respaldo para recuperar la democracia y nuestro compromiso de aliviar la crisis humanitaria que enfrentan en el mundo.Citar Tweet
Juan Guaidó
@jguaido
 · 11 abr.
Felicitaciones a Ecuador por la jornada electoral de hoy, y al Presidente electo @LassoGuillermo por su triunfo.

Contamos con su apoyo a la lucha venezolana. Es vital la unión de quienes queremos libertad y democracia para la región, amenazada por dictaduras como la de Maduro.",707,"4,1 mil","16,3 mil"
Guillermo Lasso,@LassoGuillermo,2021-04-12T03:40:02.000Z,"Le agradezco sus palabras Presidente 
@NitoCortizo
. Panamá y Ecuador fortalecerán sus relaciones trabajando de la mano por el progreso de nuestra región. Un saludo a todas las familias panameñas. Citar Tweet
Nito Cortizo
@NitoCortizo
 · 11 abr.
Extiendo mis felicitaciones al presidente electo del Ecuador @LassoGuillermo, con quien continuaremos reforzando los tradicionales e históricos lazos de amistad y fraternidad que unen a nuestras naciones.",40,512,"4,4 mil"
Guillermo Lasso,@LassoGuillermo,2021-04-12T03:35:11.000Z,"Gracias Presidente 
@LuisLacallePou
. Este triunfo es por todos los latinoamericanos. Uruguay y Ecuador trabajarán juntos para fortalecer el comercio, reactivar la economía de la región y asegurar el bienestar de cada habitante en América Latina.Citar Tweet
Luis Lacalle Pou
@LuisLacallePou
 · 11 abr.
Acabo de hablar con @LassoGuillermo para felicitarlo por su triunfo y para ponernos a trabajar en conjunto en los temas que tengamos en común nuestros países .",134,"1,2 mil","9,2 mil"
Guillermo Lasso,@LassoGuillermo,2021-04-12T03:23:27.000Z,"Gracias Presidente 
@sebastianpinera
. Es un honor poder servir a las familias ecuatorianas. Estamos listos para trabajar juntos por el progreso de toda la región. Chile y Ecuador continuarán unidos por la prosperidad de Latinoamérica. Un fuerte abrazo a los hermanos chilenos.Citar Tweet
Sebastian Piñera
@sebastianpinera
 · 11 abr.
Acabo de hablar con @LassoGuillermo quien hoy ganó elecciones presidenciales de Ecuador.

Felicitaciones y suerte Guillermo, quien es un buen amigo personal y un gran amigo de Chile. Tendrá un gran desafío en sacar adelante a Ecuador y mejorar la vida del gran pueblo ecuatoriano.",198,"1,1 mil","8,3 mil"
